                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     37,                 1.0648,                  1.096,                 1.3968,                0.81519,                0.67288,                0.75611,                0.43625,                 1.5172,                 1.0754,                 1.7988,              0.0004666,              0.0004666,              0.0004666
                     38,                 1.0558,                 1.0868,                 1.3892,                0.78411,                0.69126,                0.75834,                0.42713,                 1.5419,                 1.0975,                 1.7848,             0.00045953,             0.00045953,             0.00045953
                     39,                 1.0537,                 1.0825,                 1.3886,                0.72999,                0.69638,                0.74383,                0.41731,                 1.5396,                 1.1314,                 1.7945,             0.00045246,             0.00045246,             0.00045246
                     40,                  1.055,                 1.0739,                 1.3875,                0.74585,                0.63331,                0.70766,                0.39009,                 1.6213,                 1.1735,                 1.8926,             0.00044539,             0.00044539,             0.00044539
                     41,                 1.0586,                 1.0772,                 1.3818,                0.78334,                0.69174,                0.75128,                0.43013,                 1.5364,                 1.1402,                    1.8,             0.00043832,             0.00043832,             0.00043832
                     42,                 1.0508,                 1.0882,                 1.3853,                0.80516,                0.69863,                0.75706,                 0.4171,                 1.5726,                 1.1335,                 1.8301,             0.00043126,             0.00043126,             0.00043126
                     43,                  1.048,                 1.0636,                 1.3806,                0.81391,                0.68827,                0.76218,                0.43095,                 1.5182,                 1.1169,                 1.7829,             0.00042419,             0.00042419,             0.00042419
                     44,                  1.052,                 1.0715,                 1.3795,                0.82774,                0.68499,                0.77967,                  0.431,                 1.5359,                 1.0379,                 1.7965,             0.00041712,             0.00041712,             0.00041712
                     45,                  1.041,                 1.0637,                 1.3762,                0.82504,                0.68294,                0.76293,                0.42591,                 1.5745,                  1.094,                 1.8392,             0.00041005,             0.00041005,             0.00041005
                     46,                 1.0395,                 1.0624,                 1.3767,                0.79245,                0.67359,                0.75186,                0.41108,                 1.5837,                 1.0998,                 1.8638,             0.00040298,             0.00040298,             0.00040298
                     47,                 1.0376,                 1.0601,                 1.3727,                0.76354,                0.70567,                 0.7552,                0.42122,                 1.5657,                 1.0871,                  1.841,             0.00039591,             0.00039591,             0.00039591
                     48,                 1.0328,                 1.0439,                 1.3714,                0.83977,                0.67671,                0.77044,                0.43354,                  1.546,                 1.0828,                 1.8347,             0.00038884,             0.00038884,             0.00038884
                     49,                 1.0325,                 1.0408,                  1.368,                0.79834,                0.70913,                0.76387,                0.42107,                 1.5733,                 1.0713,                 1.8226,             0.00038178,             0.00038178,             0.00038178
                     50,                 1.0374,                 1.0592,                 1.3735,                0.75627,                 0.6923,                0.75122,                  0.433,                  1.543,                  1.083,                 1.8264,             0.00037471,             0.00037471,             0.00037471
                     51,                 1.0274,                 1.0508,                 1.3671,                0.79769,                0.70725,                0.77545,                0.43207,                 1.5689,                 1.0927,                 1.8594,             0.00036764,             0.00036764,             0.00036764
                     52,                 1.0271,                  1.044,                 1.3664,                 0.7824,                0.72796,                0.77255,                0.43695,                 1.5336,                 1.0991,                 1.8064,             0.00036057,             0.00036057,             0.00036057
                     53,                 1.0257,                 1.0318,                 1.3622,                0.81567,                0.69469,                 0.7687,                0.42293,                 1.5667,                 1.0728,                 1.8336,              0.0003535,              0.0003535,              0.0003535
                     54,                 1.0353,                 1.0294,                 1.3633,                0.79882,                0.70993,                0.76501,                0.42541,                 1.5765,                 1.0966,                 1.8583,             0.00034643,             0.00034643,             0.00034643
                     55,                 1.0298,                 1.0343,                 1.3613,                0.79019,                0.70257,                0.75469,                0.41352,                 1.5589,                 1.0714,                 1.8323,             0.00033936,             0.00033936,             0.00033936
                     56,                 1.0217,                 1.0231,                 1.3598,                0.80469,                0.66432,                0.74947,                 0.4091,                 1.5886,                  1.111,                 1.8921,              0.0003323,              0.0003323,              0.0003323
                     57,                 1.0095,                 1.0229,                 1.3516,                0.80818,                0.68748,                 0.7414,                0.41721,                 1.5622,                 1.1131,                 1.8262,             0.00032523,             0.00032523,             0.00032523
                     58,                 1.0045,                 1.0099,                 1.3486,                0.76599,                0.70976,                0.75024,                0.42525,                 1.5471,                 1.1242,                 1.8046,             0.00031816,             0.00031816,             0.00031816
                     59,                 1.0152,                 1.0148,                  1.354,                  0.774,                0.69324,                0.73591,                0.40248,                 1.5831,                 1.1556,                 1.8586,             0.00031109,             0.00031109,             0.00031109
                     60,                 1.0208,                 1.0061,                 1.3507,                0.79531,                0.69776,                0.75447,                 0.4273,                 1.5543,                 1.0635,                 1.8046,             0.00030402,             0.00030402,             0.00030402
                     61,                 1.0105,                 1.0098,                 1.3503,                0.79635,                0.67142,                0.72312,                0.40539,                 1.5521,                 1.1277,                 1.8185,             0.00029695,             0.00029695,             0.00029695
                     62,                 1.0071,                  1.004,                 1.3486,                0.78695,                0.69038,                0.74813,                0.42146,                 1.5529,                  1.087,                 1.8157,             0.00028988,             0.00028988,             0.00028988
                     63,                0.99889,                0.97927,                 1.3407,                0.80839,                0.69454,                0.76264,                0.42201,                 1.5723,                 1.0633,                 1.8435,             0.00028282,             0.00028282,             0.00028282
                     64,                 1.0014,                0.98658,                 1.3443,                0.84121,                0.67439,                0.76356,                0.42549,                 1.5845,                 1.0897,                 1.8502,             0.00027575,             0.00027575,             0.00027575
                     65,                 1.0005,                  1.001,                 1.3467,                0.79608,                0.70555,                 0.7584,                 0.4261,                 1.5605,                 1.0685,                 1.8317,             0.00026868,             0.00026868,             0.00026868
                     66,                 1.0012,                0.97553,                 1.3361,                0.79155,                0.70879,                0.74864,                0.42417,                 1.5236,                 1.0751,                 1.7965,             0.00026161,             0.00026161,             0.00026161
                     67,                0.99276,                0.98377,                 1.3399,                0.80049,                 0.6969,                 0.7611,                0.43534,                 1.4943,                 1.0525,                 1.7708,             0.00025454,             0.00025454,             0.00025454
                     68,                0.99035,                0.97895,                 1.3364,                0.84007,                0.69807,                0.78715,                0.43861,                 1.5418,                 1.0132,                 1.8119,             0.00024747,             0.00024747,             0.00024747
                     69,                0.99522,                0.99011,                 1.3382,                0.82253,                0.71645,                0.78141,                0.43805,                 1.5354,                 1.0282,                 1.8027,              0.0002404,              0.0002404,              0.0002404
                     70,                 0.9964,                0.98246,                 1.3389,                 0.7838,                0.72471,                0.77898,                0.43951,                 1.5301,                 1.0448,                 1.8269,             0.00023334,             0.00023334,             0.00023334
                     71,                0.98365,                0.97251,                 1.3277,                 0.7955,                0.72229,                0.77116,                0.43269,                 1.5513,                 1.0542,                 1.8385,             0.00022627,             0.00022627,             0.00022627
                     72,                0.98548,                0.96701,                 1.3304,                0.80682,                 0.7061,                0.77842,                0.44423,                  1.511,                 1.0216,                 1.7956,              0.0002192,              0.0002192,              0.0002192
                     73,                0.98157,                0.96882,                 1.3263,                0.79755,                0.69511,                0.76653,                0.43686,                  1.509,                  1.047,                 1.7927,             0.00021213,             0.00021213,             0.00021213
                     74,                0.98528,                0.95796,                 1.3261,                0.79949,                0.72087,                0.76754,                0.43373,                 1.5255,                 1.0178,                 1.8166,             0.00020506,             0.00020506,             0.00020506
                     75,                0.96642,                0.94507,                 1.3194,                  0.793,                0.70885,                 0.7517,                0.42722,                 1.5205,                 1.0376,                 1.8045,             0.00019799,             0.00019799,             0.00019799
                     76,                0.98503,                0.95175,                 1.3227,                0.78543,                0.73165,                0.77138,                0.43709,                 1.5444,                 1.0221,                 1.8027,             0.00019092,             0.00019092,             0.00019092
                     77,                0.98243,                0.95501,                 1.3222,                0.78536,                0.73836,                0.77483,                  0.439,                 1.5143,                 1.0111,                 1.8013,             0.00018385,             0.00018385,             0.00018385
                     78,                0.96822,                0.95119,                 1.3146,                0.79078,                0.72248,                0.77045,                0.43973,                 1.5122,                 1.0503,                 1.7805,             0.00017679,             0.00017679,             0.00017679
                     79,                0.96879,                0.94346,                 1.3153,                0.79731,                0.71765,                0.76856,                0.43557,                 1.5082,                 1.0316,                 1.7741,             0.00016972,             0.00016972,             0.00016972
                     80,                0.97356,                0.93831,                 1.3155,                0.83586,                0.67741,                 0.7573,                0.43197,                 1.5247,                 1.0533,                 1.7831,             0.00016265,             0.00016265,             0.00016265
                     81,                 0.9664,                0.93914,                  1.317,                0.80866,                0.72544,                0.76764,                0.43337,                  1.519,                  1.005,                 1.7782,             0.00015558,             0.00015558,             0.00015558
                     82,                0.95699,                0.93323,                 1.3036,                0.81738,                0.71612,                0.78051,                0.43786,                 1.5404,                0.99916,                 1.7983,             0.00014851,             0.00014851,             0.00014851
                     83,                0.96156,                0.92123,                 1.3085,                0.78075,                0.69719,                0.76052,                0.44244,                 1.5158,                 1.0197,                 1.7797,             0.00014144,             0.00014144,             0.00014144
                     84,                0.96707,                0.94155,                 1.3131,                0.81713,                0.71394,                0.78227,                0.45519,                 1.4848,                 0.9961,                 1.7567,             0.00013437,             0.00013437,             0.00013437
                     85,                0.96753,                0.93534,                 1.3103,                 0.8094,                0.72224,                0.77543,                0.44325,                 1.5164,                 1.0162,                 1.7849,             0.00012731,             0.00012731,             0.00012731
                     86,                0.95653,                0.92155,                 1.3055,                0.84102,                0.70988,                0.78734,                0.45187,                 1.5068,                0.98493,                 1.7773,             0.00012024,             0.00012024,             0.00012024
                     87,                0.94727,                0.91609,                 1.3045,                0.87057,                0.70398,                0.78871,                 0.4493,                  1.495,                0.99789,                 1.7776,             0.00011317,             0.00011317,             0.00011317
                     88,                0.94725,                 0.9082,                 1.2978,                0.83477,                0.70927,                0.78481,                0.44668,                 1.4962,                0.99118,                 1.7641,              0.0001061,              0.0001061,              0.0001061
                     89,                0.94632,                 0.9102,                 1.2984,                0.78464,                0.75442,                0.78336,                0.44093,                 1.5168,                0.99837,                 1.7841,             9.9032e-05,             9.9032e-05,             9.9032e-05
                     90,                0.95676,                0.91767,                 1.3009,                0.78473,                0.73116,                0.77409,                0.43935,                 1.5139,                 1.0103,                 1.7842,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     91,                0.94206,                0.79292,                 1.2781,                0.84187,                0.72279,                0.79329,                0.44937,                  1.509,                0.97546,                 1.7752,             8.4895e-05,             8.4895e-05,             8.4895e-05
                     92,                0.93649,                0.77365,                 1.2725,                0.84114,                0.71226,                0.79156,                0.45922,                 1.4837,                0.97664,                   1.75,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     93,                0.92785,                0.76421,                 1.2634,                0.83316,                 0.7218,                0.79084,                0.44899,                 1.4964,                0.98291,                 1.7667,             7.0757e-05,             7.0757e-05,             7.0757e-05
                     94,                0.92873,                0.76261,                 1.2685,                0.82124,                0.72486,                0.78255,                 0.4455,                 1.5024,                0.98406,                 1.7597,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     95,                0.92065,                0.75233,                 1.2607,                0.85113,                0.72727,                0.80468,                0.45109,                 1.5114,                0.97095,                 1.7758,              5.662e-05,              5.662e-05,              5.662e-05
                     96,                0.91343,                0.74936,                 1.2558,                0.85278,                0.71701,                0.79383,                0.45781,                 1.4993,                 0.9685,                 1.7587,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     97,                0.91566,                0.75032,                 1.2583,                0.85634,                0.72791,                0.79503,                0.45313,                 1.4999,                  0.973,                  1.764,             4.2483e-05,             4.2483e-05,             4.2483e-05
                     98,                0.91106,                  0.744,                 1.2543,                0.84679,                0.73269,                0.79599,                0.45253,                  1.502,                0.96443,                 1.7719,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     99,                 0.9069,                0.73253,                 1.2492,                 0.8451,                 0.7316,                0.79461,                0.45225,                 1.4984,                0.96763,                 1.7697,             2.8346e-05,             2.8346e-05,             2.8346e-05
                    100,                0.90677,                0.73574,                 1.2511,                0.85435,                0.71908,                0.79346,                0.45442,                 1.4981,                0.96915,                 1.7634,             2.1277e-05,             2.1277e-05,             2.1277e-05
