                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                 1.3251,                 1.6471,                 1.6981,                0.68178,                0.58972,                0.62726,                 0.3126,                 1.8004,                 1.7413,                  2.208,             0.00050194,             0.00050194,             0.00050194
                     18,                 1.3154,                 1.6097,                 1.6923,                0.73898,                0.55235,                0.60842,                0.28675,                 1.8464,                 1.7944,                 2.2407,              0.0004878,              0.0004878,              0.0004878
                     19,                 1.3011,                 1.5885,                 1.6782,                0.75085,                0.59085,                0.64975,                0.32327,                  1.771,                  1.733,                 2.1618,             0.00047367,             0.00047367,             0.00047367
                     20,                 1.2936,                 1.5601,                 1.6664,                0.71918,                0.58319,                 0.6406,                0.33233,                 1.7454,                  1.639,                 2.1336,             0.00045953,             0.00045953,             0.00045953
                     21,                  1.291,                 1.5582,                 1.6655,                0.72973,                0.60364,                0.66674,                0.33096,                  1.762,                  1.575,                 2.1549,             0.00044539,             0.00044539,             0.00044539
                     22,                 1.2812,                 1.5305,                 1.6465,                0.75095,                0.60649,                 0.6604,                0.33071,                 1.7827,                 1.6034,                 2.1488,             0.00043126,             0.00043126,             0.00043126
                     23,                 1.2782,                 1.5084,                 1.6405,                0.78695,                0.60396,                0.67081,                0.34823,                 1.7497,                 1.5979,                 2.1497,             0.00041712,             0.00041712,             0.00041712
                     24,                 1.2625,                 1.4971,                 1.6365,                0.80265,                0.59516,                0.67609,                0.34142,                 1.7702,                 1.5007,                 2.1483,             0.00040298,             0.00040298,             0.00040298
                     25,                 1.2467,                 1.4708,                 1.6179,                0.74334,                0.59891,                0.66384,                0.32868,                 1.8015,                 1.5782,                 2.1469,             0.00038884,             0.00038884,             0.00038884
                     26,                 1.2462,                 1.4541,                 1.6162,                0.75353,                 0.6287,                0.69026,                0.34792,                 1.7654,                 1.4453,                 2.1002,             0.00037471,             0.00037471,             0.00037471
                     27,                 1.2299,                 1.4303,                 1.6065,                 0.7779,                0.62019,                0.68591,                0.34626,                 1.7702,                 1.4694,                 2.1297,             0.00036057,             0.00036057,             0.00036057
                     28,                 1.2252,                 1.4205,                 1.5998,                0.79231,                0.60395,                0.68504,                0.34321,                 1.7472,                 1.4748,                 2.0874,             0.00034643,             0.00034643,             0.00034643
                     29,                 1.2221,                 1.3933,                 1.5939,                0.74899,                0.63611,                0.68997,                0.35106,                 1.7316,                 1.4585,                  2.074,              0.0003323,              0.0003323,              0.0003323
                     30,                 1.2084,                 1.3794,                 1.5842,                0.78991,                0.63321,                0.70339,                0.37108,                 1.6812,                 1.3909,                 2.0251,             0.00031816,             0.00031816,             0.00031816
                     31,                 1.1973,                 1.3642,                 1.5693,                0.79267,                 0.6454,                0.71096,                0.37915,                 1.6632,                 1.3679,                 2.0204,             0.00030402,             0.00030402,             0.00030402
                     32,                 1.1929,                 1.3557,                 1.5653,                0.79625,                0.60816,                0.68995,                0.35648,                 1.6983,                  1.365,                 2.0512,             0.00028988,             0.00028988,             0.00028988
                     33,                 1.1887,                 1.3417,                 1.5607,                 0.7851,                0.62654,                0.69935,                0.37388,                  1.693,                 1.3426,                 2.0571,             0.00027575,             0.00027575,             0.00027575
                     34,                  1.192,                 1.3282,                 1.5631,                0.83876,                0.62731,                0.71398,                0.37784,                 1.6845,                 1.3167,                 2.0303,             0.00026161,             0.00026161,             0.00026161
                     35,                 1.1937,                 1.3343,                 1.5563,                0.80781,                0.63319,                0.71114,                 0.3754,                 1.6874,                 1.3389,                 2.0447,             0.00024747,             0.00024747,             0.00024747
                     36,                  1.188,                 1.3201,                 1.5573,                0.75848,                0.63884,                0.70309,                0.38159,                 1.6483,                 1.3139,                 1.9914,             0.00023334,             0.00023334,             0.00023334
                     37,                 1.1615,                 1.2849,                 1.5374,                0.76625,                0.63907,                0.71529,                0.39647,                 1.6351,                 1.2979,                 1.9948,              0.0002192,              0.0002192,              0.0002192
                     38,                 1.1661,                 1.2967,                 1.5386,                0.78778,                 0.6601,                0.72676,                0.38834,                 1.6481,                 1.2887,                 1.9991,             0.00020506,             0.00020506,             0.00020506
                     39,                 1.1491,                 1.2635,                 1.5271,                0.77053,                0.64808,                0.72168,                0.39447,                 1.6279,                 1.3151,                 1.9965,             0.00019092,             0.00019092,             0.00019092
                     40,                 1.1562,                 1.2508,                 1.5266,                 0.8031,                 0.6242,                0.71367,                0.39085,                  1.654,                 1.2969,                 2.0173,             0.00017679,             0.00017679,             0.00017679
                     41,                 1.1524,                  1.157,                 1.5149,                0.81554,                0.63776,                0.72659,                0.38767,                 1.6586,                 1.2756,                 2.0186,             0.00016265,             0.00016265,             0.00016265
                     42,                 1.1427,                 1.1361,                 1.5076,                0.78549,                0.65449,                 0.7255,                0.40221,                 1.5996,                 1.2703,                 1.9678,             0.00014851,             0.00014851,             0.00014851
                     43,                 1.1307,                 1.1026,                 1.4931,                 0.7357,                0.66612,                0.72077,                0.39437,                 1.6161,                 1.3036,                 1.9701,             0.00013437,             0.00013437,             0.00013437
                     44,                 1.1213,                 1.0919,                 1.4875,                0.78507,                0.66444,                0.73342,                0.40549,                 1.6038,                 1.2565,                 1.9552,             0.00012024,             0.00012024,             0.00012024
                     45,                  1.118,                  1.086,                 1.4834,                0.80878,                 0.6722,                0.73602,                0.41021,                 1.5733,                 1.2149,                 1.9293,              0.0001061,              0.0001061,              0.0001061
                     46,                 1.1092,                 1.0709,                 1.4736,                0.77662,                0.66233,                0.72294,                 0.4018,                 1.6147,                 1.2587,                 1.9621,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     47,                 1.1013,                 1.0579,                  1.468,                 0.8233,                0.63059,                0.72745,                0.39936,                 1.6232,                 1.2579,                 1.9704,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     48,                 1.0993,                 1.0492,                  1.464,                0.81077,                0.65358,                0.72986,                0.40761,                 1.6006,                 1.2223,                 1.9461,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     49,                 1.0863,                 1.0321,                 1.4527,                0.78824,                0.66911,                0.72681,                0.40064,                 1.6047,                 1.2296,                 1.9497,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     50,                 1.0917,                 1.0401,                 1.4589,                0.75382,                0.66786,                0.72712,                  0.404,                 1.5855,                 1.2226,                 1.9353,             3.5414e-05,             3.5414e-05,             3.5414e-05
