                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.3187,                 1.8349,                 1.6123,                0.60623,                0.40959,                0.45656,                0.20196,                 2.0198,                 1.9132,                 2.2358,             0.00058677,             0.00058677,             0.00058677
                     12,                 1.3026,                 1.8216,                  1.599,                0.67069,                0.42605,                0.48405,                 0.2025,                 2.0653,                 1.9752,                  2.293,             0.00057263,             0.00057263,             0.00057263
                     13,                 1.3019,                 1.7845,                 1.5989,                0.65383,                0.41997,                 0.4712,                0.21083,                 2.0222,                 1.9278,                 2.2516,             0.00055849,             0.00055849,             0.00055849
                     14,                 1.2968,                 1.7754,                 1.5931,                0.72811,                0.37998,                 0.4662,                0.20889,                 2.0128,                 1.9177,                 2.2308,             0.00054435,             0.00054435,             0.00054435
                     15,                 1.2901,                 1.7734,                 1.5859,                0.63052,                0.44352,                0.48401,                0.22145,                 1.9661,                 1.8582,                 2.1938,             0.00053022,             0.00053022,             0.00053022
                     16,                 1.2855,                 1.7574,                 1.5785,                0.67942,                0.44275,                0.50869,                0.23631,                 1.9695,                 1.7854,                 2.1882,             0.00051608,             0.00051608,             0.00051608
                     17,                 1.2818,                 1.7309,                  1.572,                0.71074,                0.44106,                0.49414,                0.22315,                 1.9927,                 1.8877,                 2.2092,             0.00050194,             0.00050194,             0.00050194
                     18,                 1.2634,                 1.7172,                 1.5631,                 0.7703,                 0.4287,                0.51397,                  0.249,                 1.9189,                 1.7562,                 2.1421,              0.0004878,              0.0004878,              0.0004878
                     19,                 1.2641,                 1.6942,                 1.5616,                0.62161,                0.47971,                0.51245,                0.24112,                 1.9366,                 1.7921,                  2.131,             0.00047367,             0.00047367,             0.00047367
                     20,                 1.2741,                 1.6945,                 1.5536,                0.71474,                0.45613,                0.53726,                0.24948,                  1.925,                 1.7754,                 2.1216,             0.00045953,             0.00045953,             0.00045953
                     21,                 1.2499,                 1.6624,                 1.5465,                0.70124,                0.47528,                0.52695,                0.23952,                 1.9751,                  1.783,                 2.1683,             0.00044539,             0.00044539,             0.00044539
                     22,                 1.2571,                 1.6632,                 1.5498,                0.69816,                0.47505,                0.51016,                0.24063,                 1.9113,                 1.7676,                 2.1181,             0.00043126,             0.00043126,             0.00043126
                     23,                 1.2529,                 1.6638,                 1.5477,                0.73865,                0.46189,                0.53828,                0.25884,                 1.8946,                 1.6769,                 2.0962,             0.00041712,             0.00041712,             0.00041712
                     24,                 1.2417,                 1.6502,                 1.5366,                0.70603,                0.47108,                0.53355,                0.24528,                 1.9443,                 1.6748,                 2.1519,             0.00040298,             0.00040298,             0.00040298
                     25,                 1.2371,                 1.6315,                 1.5372,                 0.6984,                0.47102,                0.53649,                0.24785,                 1.8954,                 1.6733,                 2.1149,             0.00038884,             0.00038884,             0.00038884
                     26,                 1.2387,                 1.6132,                 1.5254,                0.75019,                0.48521,                0.54533,                0.25247,                 1.9264,                 1.6428,                 2.1152,             0.00037471,             0.00037471,             0.00037471
                     27,                 1.2393,                 1.6177,                 1.5282,                 0.6641,                0.51501,                0.55347,                0.25818,                 1.8841,                 1.6473,                 2.0775,             0.00036057,             0.00036057,             0.00036057
                     28,                 1.2375,                 1.6125,                 1.5278,                0.70561,                0.49512,                0.53982,                0.25426,                 1.9043,                 1.6906,                 2.0851,             0.00034643,             0.00034643,             0.00034643
                     29,                 1.2192,                 1.6004,                 1.5181,                0.74507,                0.47902,                0.55111,                0.26509,                 1.8826,                 1.6642,                 2.0468,              0.0003323,              0.0003323,              0.0003323
                     30,                 1.2299,                 1.5872,                 1.5174,                0.73398,                0.49664,                0.56225,                0.27136,                 1.8774,                 1.6167,                 2.0795,             0.00031816,             0.00031816,             0.00031816
                     31,                 1.2137,                 1.5776,                 1.5057,                0.72103,                0.49335,                0.56077,                0.27039,                 1.8993,                 1.5942,                 2.1057,             0.00030402,             0.00030402,             0.00030402
                     32,                 1.2173,                 1.5586,                  1.507,                0.74983,                0.48627,                0.55698,                0.27392,                 1.8842,                  1.619,                 2.0888,             0.00028988,             0.00028988,             0.00028988
                     33,                 1.2127,                 1.5642,                 1.5067,                 0.7441,                0.51022,                0.56639,                0.27439,                  1.886,                 1.5675,                 2.0865,             0.00027575,             0.00027575,             0.00027575
                     34,                 1.2129,                 1.5495,                 1.5036,                0.77583,                0.49253,                0.56681,                0.27694,                 1.8727,                 1.5882,                 2.0658,             0.00026161,             0.00026161,             0.00026161
                     35,                 1.2077,                 1.5475,                 1.5016,                0.76234,                0.51612,                0.57603,                0.28276,                 1.8346,                 1.5556,                 2.0229,             0.00024747,             0.00024747,             0.00024747
                     36,                 1.1957,                 1.5273,                 1.4897,                0.75556,                 0.4972,                0.56786,                 0.2809,                 1.8731,                 1.5939,                 2.0547,             0.00023334,             0.00023334,             0.00023334
                     37,                 1.2008,                 1.5112,                 1.4913,                0.74224,                0.50851,                0.56807,                0.28287,                 1.8306,                 1.5597,                 2.0132,              0.0002192,              0.0002192,              0.0002192
                     38,                 1.1924,                 1.5027,                 1.4852,                0.73269,                0.53644,                0.58123,                0.28572,                 1.8403,                 1.5361,                 2.0508,             0.00020506,             0.00020506,             0.00020506
                     39,                 1.1776,                 1.4881,                 1.4776,                0.76898,                0.51554,                0.58389,                0.28686,                 1.8604,                 1.5257,                 2.0534,             0.00019092,             0.00019092,             0.00019092
                     40,                 1.1803,                  1.485,                 1.4771,                0.71689,                 0.5246,                0.57449,                0.28543,                 1.8436,                  1.519,                 2.0376,             0.00017679,             0.00017679,             0.00017679
                     41,                 1.2047,                 1.3883,                 1.4892,                0.78846,                0.51171,                0.58505,                0.29003,                 1.8162,                 1.5146,                 2.0097,             0.00016265,             0.00016265,             0.00016265
                     42,                 1.1892,                 1.3703,                 1.4779,                0.74262,                0.52969,                0.58683,                0.29275,                 1.8505,                 1.4821,                 2.0496,             0.00014851,             0.00014851,             0.00014851
                     43,                 1.1921,                 1.3461,                 1.4752,                0.74335,                0.55331,                0.60148,                 0.3044,                 1.8169,                 1.4729,                 2.0106,             0.00013437,             0.00013437,             0.00013437
                     44,                 1.1817,                 1.3288,                 1.4656,                0.73537,                0.55399,                0.59782,                0.30642,                 1.8066,                 1.4628,                  1.996,             0.00012024,             0.00012024,             0.00012024
                     45,                 1.1772,                 1.3253,                 1.4668,                 0.7641,                0.53948,                0.59653,                0.29211,                 1.8397,                 1.4728,                 2.0271,              0.0001061,              0.0001061,              0.0001061
                     46,                 1.1725,                 1.3204,                 1.4658,                0.73772,                0.55181,                 0.5977,                0.30147,                 1.8118,                 1.4619,                  1.998,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     47,                 1.1706,                 1.3015,                 1.4608,                0.76507,                0.53358,                0.59903,                0.29863,                 1.8239,                 1.4828,                 2.0176,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     48,                 1.1659,                 1.2827,                 1.4524,                0.77405,                0.54849,                0.60465,                0.30285,                 1.8088,                 1.4418,                 1.9962,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     49,                 1.1635,                 1.2823,                 1.4511,                0.76541,                0.55016,                0.60466,                0.30682,                 1.7917,                 1.4312,                 1.9923,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     50,                 1.1589,                 1.2804,                 1.4496,                0.75939,                0.55695,                0.61002,                0.31115,                 1.8015,                 1.4202,                 1.9921,             3.5414e-05,             3.5414e-05,             3.5414e-05
